statsborgerskab	køn	alder	oprindelsesland	2006	2007	2008	2009	2010	2011	2012	2013
Dansk	Kvinder	0-9 år	Armenien	29	25	23	18	18	15	17	18
Dansk	Kvinder	0-9 år	Aserbajdsjan	13	13	14	15	13	10	7	6
Dansk	Kvinder	0-9 år	Bahrain	5	6	5	6	7	4	6	4
Dansk	Kvinder	0-9 år	Bangladesh	22	26	28	26	31	32	30	28
Dansk	Kvinder	0-9 år	Bhutan	1	1	1	1	1	1	1	1
Dansk	Kvinder	0-9 år	Brunei	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Cambodja	21	22	20	20	17	18	18	17
Dansk	Kvinder	0-9 år	Dubai	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Filippinerne	133	130	131	138	139	129	125	123
Dansk	Kvinder	0-9 år	Forenede Arabiske Emirater	26	31	34	35	36	41	45	45
Dansk	Kvinder	0-9 år	Georgien	2	1	3	3	3	3	3	3
Dansk	Kvinder	0-9 år	Hongkong	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Indien	122	118	114	108	103	103	102	97
Dansk	Kvinder	0-9 år	Indokina	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Indonesien	2	6	3	3	4	3	3	4
Dansk	Kvinder	0-9 år	Irak	1218	1313	1379	1432	1459	1418	1461	1432
Dansk	Kvinder	0-9 år	Iran	673	639	621	601	599	539	505	492
Dansk	Kvinder	0-9 år	Israel	30	26	27	31	34	34	35	32
Dansk	Kvinder	0-9 år	Japan	7	6	5	6	7	7	7	7
Dansk	Kvinder	0-9 år	Jordan	133	132	126	114	102	99	95	91
Dansk	Kvinder	0-9 år	Kasakhstan	5	4	3	4	5	5	4	3
Dansk	Kvinder	0-9 år	Kina	182	167	168	159	154	142	144	139
Dansk	Kvinder	0-9 år	Kirgisistan	0	1	1	1	1	3	4	4
Dansk	Kvinder	0-9 år	Kuwait	138	144	151	159	154	150	141	135
Dansk	Kvinder	0-9 år	Laos	1	1	1	2	2	2	1	3
Dansk	Kvinder	0-9 år	Libanon	2618	2524	2391	2326	2283	2184	2072	1986
Dansk	Kvinder	0-9 år	Macao	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Malaysia	0	1	1	1	2	2	2	5
Dansk	Kvinder	0-9 år	Maldiverne	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Mellemøsten uoplyst	11	13	12	12	11	11	12	16
Dansk	Kvinder	0-9 år	Mongoliet	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Myanmar	1	1	1	1	1	1	1	2
Dansk	Kvinder	0-9 år	Nepal	1	2	3	3	4	4	4	6
Dansk	Kvinder	0-9 år	Nordkorea	5	5	5	5	6	7	6	6
Dansk	Kvinder	0-9 år	Oman	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Pakistan	1002	971	911	872	843	786	699	645
Dansk	Kvinder	0-9 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Qatar	17	16	16	16	16	16	13	13
Dansk	Kvinder	0-9 år	Saudi-Arabien	22	17	19	21	20	17	16	18
Dansk	Kvinder	0-9 år	Sikkim	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Singapore	3	4	5	6	6	4	4	5
Dansk	Kvinder	0-9 år	Sri Lanka	966	876	804	727	704	661	640	593
Dansk	Kvinder	0-9 år	Sydkorea	82	90	97	99	114	131	127	129
Dansk	Kvinder	0-9 år	Syrien	349	333	313	303	279	278	261	271
Dansk	Kvinder	0-9 år	Tadsjikistan	2	1	2	2	3	2	2	2
Dansk	Kvinder	0-9 år	Taiwan	6	8	5	5	5	4	4	4
Dansk	Kvinder	0-9 år	Thailand	69	70	69	75	74	86	96	100
Dansk	Kvinder	0-9 år	Trucial Oman	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Turkmenistan	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Usbekistan	3	2	3	1	1	2	4	5
Dansk	Kvinder	0-9 år	Vietnam	913	899	910	885	856	809	772	736
Dansk	Kvinder	0-9 år	Nordyemen	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Yemen	12	12	11	10	6	8	6	6
Dansk	Kvinder	0-9 år	Asien uoplyst	1	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Australien	12	10	11	12	10	9	8	10
Dansk	Kvinder	0-9 år	Cookøerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Fiji	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Kiribati	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Marshalløerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	New Zealand	1	1	1	2	2	2	2	3
Dansk	Kvinder	0-9 år	Papua Ny Guinea	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Salomonøerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Samoa	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Tonga	0	0	0	0	0	0	1	1
Dansk	Kvinder	0-9 år	Tuvalu	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Vanuatu	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Østtimor	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Øer i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Kvinder	0-9 år	Statsløs	23	23	46	45	40	37	36	34
Dansk	Kvinder	0-9 år	Uoplyst	178	164	19	18	16	12	12	13
Dansk	Kvinder	10-19 år	Danmark	291310	295633	299807	302217	303293	303676	303084	300524
Dansk	Kvinder	10-19 år	Albanien	0	0	0	1	3	4	4	6
Dansk	Kvinder	10-19 år	Andorra	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Belgien	9	4	6	9	8	10	11	12
Dansk	Kvinder	10-19 år	Bosnien-Hercegovina	785	820	901	904	874	872	833	818
Dansk	Kvinder	10-19 år	Bulgarien	22	21	26	25	23	23	24	20
Dansk	Kvinder	10-19 år	Cypern	5	4	4	3	3	2	1	0
Dansk	Kvinder	10-19 år	Estland	3	3	5	5	3	2	2	4
Dansk	Kvinder	10-19 år	Finland	15	14	12	13	11	13	15	16
Dansk	Kvinder	10-19 år	Frankrig	33	35	28	32	35	29	25	24
Dansk	Kvinder	10-19 år	Grækenland	9	8	7	8	7	6	5	6
Dansk	Kvinder	10-19 år	Belarus	6	6	8	8	11	11	16	16
Dansk	Kvinder	10-19 år	Irland	9	11	11	9	10	8	8	7
Dansk	Kvinder	10-19 år	Island	20	19	24	21	22	23	24	26
Dansk	Kvinder	10-19 år	Italien	12	13	13	12	12	12	13	13
Dansk	Kvinder	10-19 år	Jugoslavien	543	592	650	644	669	648	629	602
Dansk	Kvinder	10-19 år	Jugoslavien, Forbundsrepublikken	6	7	17	19	38	57	69	74
Dansk	Kvinder	10-19 år	Kosovo	0	0	0	5	7	11	12	27
Dansk	Kvinder	10-19 år	Kroatien	21	25	26	21	19	19	23	22
Dansk	Kvinder	10-19 år	Letland	1	2	1	2	3	5	10	10
Dansk	Kvinder	10-19 år	Liechtenstein	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Litauen	3	3	6	8	8	11	11	12
Dansk	Kvinder	10-19 år	Luxembourg	4	8	3	4	1	2	2	2
Dansk	Kvinder	10-19 år	Nordmakedonien	88	99	105	125	135	148	160	167
Dansk	Kvinder	10-19 år	Malta	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Moldova	0	2	2	3	5	4	6	5
Dansk	Kvinder	10-19 år	Monaco	1	1	1	1	0	0	0	1
Dansk	Kvinder	10-19 år	Montenegro	0	0	0	1	1	1	3	2
Dansk	Kvinder	10-19 år	Nederlandene	20	25	22	24	23	27	28	27
Dansk	Kvinder	10-19 år	Nordirland	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Norge	73	77	60	60	68	64	59	52
Dansk	Kvinder	10-19 år	Polen	367	352	337	317	299	274	251	236
Dansk	Kvinder	10-19 år	Portugal	2	4	4	4	5	7	7	6
Dansk	Kvinder	10-19 år	Rumænien	72	70	67	70	74	78	71	67
Dansk	Kvinder	10-19 år	Rusland	51	50	52	56	70	73	76	80
Dansk	Kvinder	10-19 år	San Marino	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Schweiz	10	10	6	9	7	7	8	9
Dansk	Kvinder	10-19 år	Serbien	0	0	0	1	2	4	6	7
Dansk	Kvinder	10-19 år	Serbien og Montenegro	3	12	15	16	12	16	14	16
Dansk	Kvinder	10-19 år	Slovakiet	0	0	0	1	1	2	2	2
Dansk	Kvinder	10-19 år	Slovenien	2	2	1	1	1	0	0	0
Dansk	Kvinder	10-19 år	Sovjetunionen	40	37	37	39	37	37	39	33
Dansk	Kvinder	10-19 år	Spanien	17	16	14	13	17	14	12	12
Dansk	Kvinder	10-19 år	Storbritannien	94	102	95	97	100	105	99	110
Dansk	Kvinder	10-19 år	Sverige	89	100	93	99	100	93	98	106
Dansk	Kvinder	10-19 år	Tjekkiet	3	2	2	2	2	2	2	2
Dansk	Kvinder	10-19 år	Tjekkoslovakiet	13	13	14	14	13	10	10	8
Dansk	Kvinder	10-19 år	Tyrkiet	2984	3138	3269	3369	3409	3491	3485	3381
Dansk	Kvinder	10-19 år	DDR	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Tyskland	151	156	143	151	161	178	190	197
Dansk	Kvinder	10-19 år	Ukraine	25	29	31	33	38	38	37	39
Dansk	Kvinder	10-19 år	Ungarn	14	16	16	14	14	13	10	8
Dansk	Kvinder	10-19 år	Vatikanstaten	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Østrig	3	5	4	4	6	7	7	9
Dansk	Kvinder	10-19 år	Europa uoplyst	1	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Algeriet	69	70	77	81	88	90	95	94
Dansk	Kvinder	10-19 år	Angola	2	3	3	3	3	4	3	3
Dansk	Kvinder	10-19 år	Benin	2	2	2	2	3	2	2	2
Dansk	Kvinder	10-19 år	Botswana	1	1	2	2	0	0	0	0
Dansk	Kvinder	10-19 år	Burkina Faso	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Burundi	22	26	28	33	31	33	34	36
Dansk	Kvinder	10-19 år	Cameroun	2	2	1	3	6	6	7	6
Dansk	Kvinder	10-19 år	Centralafrikanske Republik	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Comorerne	1	1	1	2	2	3	3	2
Dansk	Kvinder	10-19 år	Congo, Demokratiske Republik	9	11	13	13	13	14	14	14
Dansk	Kvinder	10-19 år	Congo, Republikken	0	2	2	4	4	4	5	7
Dansk	Kvinder	10-19 år	Djibouti	4	4	3	3	5	5	4	4
Dansk	Kvinder	10-19 år	Egypten	83	82	79	79	88	91	88	87
Dansk	Kvinder	10-19 år	Elfenbenskysten	22	22	20	20	23	21	20	22
Dansk	Kvinder	10-19 år	Eritrea	17	20	16	22	22	22	25	27
Dansk	Kvinder	10-19 år	Etiopien	79	82	87	91	95	94	106	100
Dansk	Kvinder	10-19 år	Gabon	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Gambia	37	38	42	42	46	45	44	50
Dansk	Kvinder	10-19 år	Ghana	51	52	53	52	61	59	53	61
Dansk	Kvinder	10-19 år	Guinea	4	4	5	6	6	11	11	12
Dansk	Kvinder	10-19 år	Guinea-Bissau	1	1	1	2	3	3	3	3
Dansk	Kvinder	10-19 år	Kap Verde	1	1	1	2	2	2	1	1
Dansk	Kvinder	10-19 år	Kenya	30	30	28	23	29	31	36	30
Dansk	Kvinder	10-19 år	Lesotho	1	1	1	1	1	0	0	0
Dansk	Kvinder	10-19 år	Liberia	0	0	0	0	1	3	2	2
Dansk	Kvinder	10-19 år	Libyen	12	18	18	23	25	29	30	33
Dansk	Kvinder	10-19 år	Madagaskar	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Malawi	1	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Mali	0	0	0	0	0	1	1	1
Dansk	Kvinder	10-19 år	Marokko	599	631	671	705	733	751	784	782
Dansk	Kvinder	10-19 år	Mauretanien	4	4	5	5	4	4	4	5
Dansk	Kvinder	10-19 år	Mauritius	2	3	3	3	4	4	4	3
Dansk	Kvinder	10-19 år	Mozambique	1	3	1	2	4	4	4	4
Dansk	Kvinder	10-19 år	Namibia	0	0	0	0	0	0	1	1
Dansk	Kvinder	10-19 år	Niger	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Nigeria	14	11	13	12	12	15	16	20
Dansk	Kvinder	10-19 år	Reunion	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Rwanda	9	11	13	15	19	18	16	17
Dansk	Kvinder	10-19 år	Sao Tome og Principe	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Senegal	2	3	1	0	2	4	5	5
Dansk	Kvinder	10-19 år	Seychellerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Sierra Leone	20	17	15	20	16	18	15	13
Dansk	Kvinder	10-19 år	Somalia	530	597	696	791	905	990	1151	1293
Dansk	Kvinder	10-19 år	Spanske besiddelser i Afrika	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Skt. Helena	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Sudan	10	11	17	19	15	17	16	17
Dansk	Kvinder	10-19 år	Eswantini	1	1	1	1	0	0	0	0
Dansk	Kvinder	10-19 år	Sydafrika	10	13	15	14	14	16	17	21
Dansk	Kvinder	10-19 år	Sydsudan	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Sydvestafrika	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Tanzania	13	16	17	18	17	19	20	24
Dansk	Kvinder	10-19 år	Tchad	0	0	0	0	0	0	0	1
Dansk	Kvinder	10-19 år	Togo	7	7	6	7	7	7	7	7
Dansk	Kvinder	10-19 år	Tunesien	55	63	70	71	79	87	93	100
Dansk	Kvinder	10-19 år	Uganda	65	65	65	59	54	49	35	31
Dansk	Kvinder	10-19 år	Zambia	13	13	10	10	8	8	8	9
Dansk	Kvinder	10-19 år	Zimbabwe	3	5	3	3	2	2	2	2
Dansk	Kvinder	10-19 år	Ækvatorialguinea	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Afrika uoplyst	2	4	5	5	4	4	4	4
Dansk	Kvinder	10-19 år	Canada	33	32	24	25	23	25	21	19
Dansk	Kvinder	10-19 år	USA	48	56	50	49	52	52	61	63
Dansk	Kvinder	10-19 år	Nordamerika uoplyst	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Antigua og Barbuda	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Argentina	15	15	16	14	10	11	6	12
Dansk	Kvinder	10-19 år	Aruba	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Bahamas	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Barbados	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Belize	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Bermuda	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Bolivia	8	7	5	5	6	5	4	3
Dansk	Kvinder	10-19 år	Brasilien	21	24	24	23	22	18	20	24
Dansk	Kvinder	10-19 år	Britisk Vestindien	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Chile	19	22	22	26	25	24	24	28
Dansk	Kvinder	10-19 år	Colombia	14	11	5	3	3	5	6	5
Dansk	Kvinder	10-19 år	Costa Rica	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Cuba	5	5	1	2	3	2	1	2
Dansk	Kvinder	10-19 år	Curacao	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Dominica	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Dominikanske Republik	0	0	0	1	2	2	2	2
Dansk	Kvinder	10-19 år	Ecuador	3	5	5	4	4	5	7	9
Dansk	Kvinder	10-19 år	El Salvador	2	1	1	0	1	0	0	0
Dansk	Kvinder	10-19 år	Falklandsøerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Fransk Guyana	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Fransk Vestindien	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Grenada	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Guadeloupe	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Guatemala	5	5	4	4	4	4	3	3
Dansk	Kvinder	10-19 år	Guyana	2	2	2	2	2	1	1	1
Dansk	Kvinder	10-19 år	Haiti	1	0	1	1	1	1	1	1
Dansk	Kvinder	10-19 år	Nederlandske Antiller	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Honduras	0	0	0	0	0	0	1	1
Dansk	Kvinder	10-19 år	Jamaica	1	2	2	1	0	0	0	0
Dansk	Kvinder	10-19 år	Martinique	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Mexico	4	1	2	3	4	3	4	4
Dansk	Kvinder	10-19 år	Nauru	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Nicaragua	4	4	4	4	3	4	4	4
Dansk	Kvinder	10-19 år	Panama	1	1	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Paraguay	1	1	1	1	2	3	3	2
Dansk	Kvinder	10-19 år	Peru	15	12	12	13	10	11	7	8
Dansk	Kvinder	10-19 år	Puerto Rico	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Skt. Kitts og Nevis	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Skt. Lucia	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Skt. Vincent og Grenadinerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Surinam	0	0	1	1	1	1	1	1
Dansk	Kvinder	10-19 år	Trinidad og Tobago	1	1	0	0	0	0	1	2
Dansk	Kvinder	10-19 år	Uruguay	8	8	8	6	5	6	7	5
Dansk	Kvinder	10-19 år	Venezuela	5	5	4	6	7	4	5	6
Dansk	Kvinder	10-19 år	Vestindiske Øer	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Syd- og Mellemamerika uoplyst	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Abu Dhabi	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Afghanistan	226	268	295	322	381	397	483	518
Dansk	Kvinder	10-19 år	Armenien	38	41	44	44	42	44	42	39
Dansk	Kvinder	10-19 år	Aserbajdsjan	10	12	14	13	15	20	24	24
Dansk	Kvinder	10-19 år	Bahrain	6	5	3	1	1	1	4	7
Dansk	Kvinder	10-19 år	Bangladesh	12	11	13	16	16	15	17	19
Dansk	Kvinder	10-19 år	Bhutan	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Brunei	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Cambodja	8	8	11	13	16	15	18	19
Dansk	Kvinder	10-19 år	Dubai	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Filippinerne	124	131	134	137	136	138	137	142
Dansk	Kvinder	10-19 år	Forenede Arabiske Emirater	1	2	6	9	12	14	17	19
Dansk	Kvinder	10-19 år	Georgien	5	5	5	6	7	8	10	9
Dansk	Kvinder	10-19 år	Hongkong	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Indien	132	135	138	140	144	146	146	143
Dansk	Kvinder	10-19 år	Indokina	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Indonesien	4	2	3	3	3	4	4	3
Dansk	Kvinder	10-19 år	Irak	853	998	1113	1272	1400	1458	1598	1712
Dansk	Kvinder	10-19 år	Iran	628	646	658	684	686	722	734	743
Dansk	Kvinder	10-19 år	Israel	30	29	28	28	30	33	33	37
Dansk	Kvinder	10-19 år	Japan	8	6	4	4	5	5	6	5
Dansk	Kvinder	10-19 år	Jordan	119	118	126	134	142	142	138	141
Dansk	Kvinder	10-19 år	Kasakhstan	2	3	3	2	2	2	4	5
Dansk	Kvinder	10-19 år	Kina	140	156	169	187	192	203	209	218
Dansk	Kvinder	10-19 år	Kirgisistan	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Kuwait	87	94	111	135	137	140	157	167
Dansk	Kvinder	10-19 år	Laos	2	2	2	2	2	1	2	2
Dansk	Kvinder	10-19 år	Libanon	2475	2631	2753	2781	2921	3009	3090	3065
Dansk	Kvinder	10-19 år	Macao	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Malaysia	10	9	7	8	6	3	3	2
Dansk	Kvinder	10-19 år	Maldiverne	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Mellemøsten uoplyst	11	13	14	11	12	11	13	14
Dansk	Kvinder	10-19 år	Mongoliet	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Myanmar	1	1	1	1	2	2	1	1
Dansk	Kvinder	10-19 år	Nepal	0	0	1	1	1	1	1	1
Dansk	Kvinder	10-19 år	Nordkorea	0	0	0	0	1	1	2	3
Dansk	Kvinder	10-19 år	Oman	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Pakistan	1112	1105	1096	1131	1145	1116	1122	1107
Dansk	Kvinder	10-19 år	Vestbredden og Gaza	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Qatar	3	7	8	9	10	11	13	14
Dansk	Kvinder	10-19 år	Saudi-Arabien	10	12	13	14	16	18	21	21
Dansk	Kvinder	10-19 år	Sikkim	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Singapore	10	9	9	8	10	8	8	6
Dansk	Kvinder	10-19 år	Sri Lanka	755	801	907	996	1018	1060	1062	1089
Dansk	Kvinder	10-19 år	Sydkorea	27	32	33	41	46	48	57	59
Dansk	Kvinder	10-19 år	Syrien	260	283	306	329	364	383	402	405
Dansk	Kvinder	10-19 år	Tadsjikistan	0	1	1	1	1	2	3	3
Dansk	Kvinder	10-19 år	Taiwan	9	9	9	9	7	10	10	7
Dansk	Kvinder	10-19 år	Thailand	67	70	62	71	71	70	68	72
Dansk	Kvinder	10-19 år	Trucial Oman	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Turkmenistan	0	0	0	0	0	0	1	1
Dansk	Kvinder	10-19 år	Usbekistan	1	2	2	3	3	3	2	3
Dansk	Kvinder	10-19 år	Vietnam	661	729	795	849	902	963	1002	1020
Dansk	Kvinder	10-19 år	Nordyemen	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Yemen	23	22	25	23	25	25	26	18
Dansk	Kvinder	10-19 år	Asien uoplyst	3	2	2	2	2	2	2	1
Dansk	Kvinder	10-19 år	Australien	10	15	10	13	13	12	11	10
Dansk	Kvinder	10-19 år	Cookøerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Fiji	1	1	1	1	1	1	0	0
Dansk	Kvinder	10-19 år	Franske besiddelser i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Kiribati	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Marshalløerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	New Zealand	4	3	3	2	3	2	3	1
Dansk	Kvinder	10-19 år	Papua Ny Guinea	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Salomonøerne	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Samoa	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Tonga	0	0	0	0	0	0	1	1
Dansk	Kvinder	10-19 år	Tuvalu	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Vanuatu	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Østtimor	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Øer i Stillehavet	0	0	0	0	0	0	0	0
Dansk	Kvinder	10-19 år	Statsløs	19	17	35	31	28	29	31	35
Dansk	Kvinder	10-19 år	Uoplyst	234	266	20	25	23	20	19	24
Dansk	Kvinder	20-29 år	Danmark	265319	260872	258103	256402	257096	259408	263822	269931
Dansk	Kvinder	20-29 år	Albanien	1	0	2	2	2	2	3	3
Dansk	Kvinder	20-29 år	Andorra	0	0	0	0	0	0	0	0
Dansk	Kvinder	20-29 år	Belgien	25	24	14	13	17	16	16	15
Dansk	Kvinder	20-29 år	Bosnien-Hercegovina	944	995	1034	1067	1120	1120	1138	1118
Dansk	Kvinder	20-29 år	Bulgarien	19	20	14	15	23	17	18	20
Dansk	Kvinder	20-29 år	Cypern	3	4	2	3	2	3	3	5
Dansk	Kvinder	20-29 år	Estland	5	6	6	5	6	7	6	8
Dansk	Kvinder	20-29 år	Finland	38	29	24	22	22	16	19	16
Dansk	Kvinder	20-29 år	Frankrig	27	30	26	32	31	41	37	41
Dansk	Kvinder	20-29 år	Grækenland	16	16	7	8	11	11	10	8
Dansk	Kvinder	20-29 år	Belarus	2	3	3	3	5	8	8	11
Dansk	Kvinder	20-29 år	Irland	5	9	8	9	9	9	8	9
Dansk	Kvinder	20-29 år	Island	34	31	28	30	31	37	33	37
Dansk	Kvinder	20-29 år	Italien	18	18	17	16	14	12	12	12
Dansk	Kvinder	20-29 år	Jugoslavien	766	758	753	744	736	722	736	706
Dansk	Kvinder	20-29 år	Jugoslavien, Forbundsrepublikken	7	7	10	14	29	32	38	45
Dansk	Kvinder	20-29 år	Kosovo	0	0	0	7	20	26	28	32
Dansk	Kvinder	20-29 år	Kroatien	35	32	28	28	30	31	29	28
Dansk	Kvinder	20-29 år	Letland	1	1	4	3	5	6	7	8
Dansk	Kvinder	20-29 år	Liechtenstein	0	0	0	0	0	0	0	0
Dansk	Kvinder	20-29 år	Litauen	8	6	5	8	9	10	13	16
Dansk	Kvinder	20-29 år	Luxembourg	15	18	13	15	18	19	21	23
Dansk	Kvinder	20-29 år	Nordmakedonien	83	89	95	100	98	102	98	110
Dansk	Kvinder	20-29 år	Malta	0	0	0	0	0	0	0	0
Dansk	Kvinder	20-29 år	Moldova	1	0	0	0	2	5	4	5
Dansk	Kvinder	20-29 år	Monaco	1	0	0	0	0	0	0	0
Dansk	Kvinder	20-29 år	Montenegro	0	0	0	0	0	0	0	2
Dansk	Kvinder	20-29 år	Nederlandene	21	20	25	28	32	32	25	22
Dansk	Kvinder	20-29 år	Nordirland	0	0	0	0	0	0	0	0
Dansk	Kvinder	20-29 år	Norge	143	143	125	121	123	126	128	133
Dansk	Kvinder	20-29 år	Polen	516	503	492	494	483	465	437	430
Dansk	Kvinder	20-29 år	Portugal	10	12	6	6	6	7	8	8
Dansk	Kvinder	20-29 år	Rumænien	77	81	78	77	80	81	85	90
Dansk	Kvinder	20-29 år	Rusland	28	37	51	69	78	84	99	104
Dansk	Kvinder	20-29 år	San Marino	0	0	0	0	0	0	0	0
Dansk	Kvinder	20-29 år	Schweiz	16	20	17	18	18	16	15	14
Dansk	Kvinder	20-29 år	Serbien	0	0	2	3	1	1	1	2
Dansk	Kvinder	20-29 år	Serbien og Montenegro	3	6	9	9	14	17	24	23
Dansk	Kvinder	20-29 år	Slovakiet	0	0	0	0	0	0	0	0
Dansk	Kvinder	20-29 år	Slovenien	0	1	2	2	2	3	3	3
Dansk	Kvinder	20-29 år	Sovjetunionen	43	43	42	42	41	36	35	38
